File number,Character,Type,Line,Character ID,Type,shr,Value ,Base Value,,,
01641,Hajime,Trial 6,"Hey what do you mean, ""those of us here""? Why are you lumping us with you?",0,6,0,32,32,,,
01642,Hajime,Trial 6,...,0,6,0,33,33,,,
01643,Hajime,Trial 6,"Monokuma, what exactly are you?",0,6,0,34,34,,,
01644,Hajime,Trial 6,Why don't you just show us your true self already!?,0,6,0,35,35,,,
01645,Hajime,Trial 6,M-main cast?,0,6,0,36,36,,,
01646,Hajime,Trial 6,Huh?,0,6,0,37,37,,,
01647,Hajime,Trial 6,Aren't we the 15 survivors of Hope's Peak Academy who were rescued by the Future Foundation?,0,6,0,38,38,,,
01648,Hajime,Trial 6,C-could it be? The survivors of Hope's Peak Academy and the Remnants of Despair are-!,0,6,0,39,39,,,
01649,Hajime,Trial 6,We're all... Ultimate Despair?,0,6,0,40,40,,,
01650,Hajime,Trial 6,Th-that was... us?,0,6,0,41,41,,,
01651,Hajime,Trial 6,"That's right, there's no way! There's no way we're all Ultimate Despair!",0,6,0,42,42,,,
01652,Hajime,Trial 6,N-Nagito? Why're you bringing him up all of a sudden?,0,6,0,43,43,,,
01653,Hajime,Trial 6,Was it that file that contained all our student profiles? But inside...,0,6,0,44,44,,,
01654,Hajime,Trial 6,Wh-why? Why do you know something like that?,0,6,0,45,45,,,
01655,Hajime,Trial 6,He tried... to kill everyone except for the traitor!,0,6,0,46,46,,,
01656,Hajime,Trial 6,Th-there must be some kind of mistake! There's no way we're Ultimate Despair!,0,6,0,47,47,,,
01657,Hajime,Trial 6,H-he's right! There's no way we'd do something like that!,0,6,0,48,48,,,
01658,Hajime,Trial 6,Ghhh-!,0,6,0,49,49,,,
01659,Hajime,Trial 6,...,0,6,0,50,50,,,
01660,Hajime,Trial 6,That memory I felt was actually a memory from the real world. What Nagito did was...,0,6,0,51,51,,,
01661,Hajime,Trial 6,...he cut off his own arm and transplanted a woman's arm?,0,6,0,52,52,,,
01662,Hajime,Trial 6,Just stop!,0,6,0,53,53,,,
01663,Hajime,Trial 6,"Wait, can we have some time to decide?",0,6,0,54,54,,,
01664,Hajime,Trial 6,"No, it's not that! Don't you think this is a little strange?",0,6,0,55,55,,,
01665,Hajime,Trial 6,I knew it!,0,6,0,56,56,,,
01666,Hajime,Trial 6,"Just as I thought, there's something wrong with you!",0,6,0,57,57,,,
01667,Hajime,Trial 6,Hold on! Did you say it's foolish to defy the Future Foundation?,0,6,0,58,58,,,
01668,Hajime,Trial 6,Then how do you explain your actions?,0,6,0,59,59,,,
01669,Hajime,Trial 6,"I saw it, the E-Mail that the Future Foundation sent to you.",0,6,0,60,60,,,
01670,Hajime,Trial 6,"In that E-Mail, Makoto Naegi defied the Future Foundation to protect the Remnants of Despair.",0,6,0,61,61,,,
01671,Hajime,Trial 6,Which clearly contradicts what this person is saying!,0,6,0,62,62,,,
01672,Hajime,Trial 6,"Tell me Makoto Naegi, who are you?",0,6,0,63,63,,,
01673,Hajime,Trial 6,I-I'm not asking you! I'm asking-!,0,6,0,64,64,,,
01674,Hajime,Trial 6,"Makoto Naegi, if that's who you really are, then tell me this...",0,6,0,65,65,,,
01675,Hajime,Trial 6,"Why did you make the password to Nezumi Castle ""11037""?",0,6,0,66,66,,,
01676,Hajime,Trial 6,You can't answer?,0,6,0,67,67,,,
01677,Hajime,Trial 6,"Wh-who cares? So how about it, can you even answer?",0,6,0,68,68,,,
01678,Hajime,Trial 6,That fake was trying to get us out into the real world!,0,6,0,69,69,,,
01679,Hajime,Trial 6,Then that's your plan? Is that what your trap is?,0,6,0,70,70,,,
01680,Hajime,Trial 6,Ah!,0,6,0,71,71,,,
01681,Hajime,Trial 6,Wh-what? What's going on?,0,6,0,72,72,,,
01682,Hajime,Trial 6,A-are you... Junko Enoshima?,0,6,0,73,73,,,
01683,Hajime,Trial 6,...,0,6,0,74,74,,,
01684,Hajime,Trial 6,The countdown at Jabberwock Park. That's the only place we can think of.,0,6,0,75,75,,,
01685,Hajime,Trial 6,That's the only place we consistently watched that has anything to do with time.,0,6,0,76,76,,,
01686,Hajime,Trial 6,W-wrong? Then what was it?,0,6,0,77,77,,,
01687,Hajime,Trial 6,What you're saying now is completely different from what you said before!,0,6,0,78,78,,,
01688,Hajime,Trial 6,"You said whether or not it's a lie, the moment you feel something is real it becomes real.",0,6,0,79,79,,,
01689,Hajime,Trial 6,H-hey!,0,6,0,80,80,,,
01690,Hajime,Trial 6,"If we go back, what do you get out of it?",0,6,0,81,81,,,
01691,Hajime,Trial 6,What benefit do you get by making us return to the real world? As long as we don't know what it is...,0,6,0,82,82,,,
01692,Hajime,Trial 6,Ch-chump?,0,6,0,83,83,,,
01693,Hajime,Trial 6,R-real?,0,6,0,84,84,,,
01694,Hajime,Trial 6,"Hey, just what do you mean by ""trap""? What is Junko's trap?",0,6,0,85,85,,,
01695,Hajime,Trial 6,What?,0,6,0,86,86,,,
01696,Hajime,Trial 6,"Then, why did you just kill all of us?",0,6,0,87,87,,,
01697,Hajime,Trial 6,"If you did, you could've taken over all of our bodies! Wouldn't that have been more convenient for you?",0,6,0,88,88,,,
01698,Hajime,Trial 6,I got it! It's because of the school trip's rules.,0,6,0,89,89,,,
01699,Hajime,Trial 6,"However, according to the rules of the school trip even Usami had to follow them.",0,6,0,90,90,,,
01700,Hajime,Trial 6,That's why when Junko took over her position she had no choice but to follow the rules as well!,0,6,0,91,91,,,
01701,Hajime,Trial 6,So that's your trap!,0,6,0,92,92,,,
01702,Hajime,Trial 6,"You tried to make us choose ""Graduate"" so you can take over everyone's body with the graduation program.",0,6,0,93,93,,,
01703,Hajime,Trial 6,S-so you're saying you only exist to fill people with despair?,0,6,0,94,94,,,
01704,Hajime,Trial 6,A-are you talking about the Reserve Course's mass suicide?,0,6,0,95,95,,,
01705,Hajime,Trial 6,"An incident where 2,357 people from the Reserve Course all killed themselves. Junko probably made them do it.",0,6,0,96,96,,,
01706,Hajime,Trial 6,"If we choose ""Graduate"" to get out of here, the graduation program will activate, right?",0,6,0,97,97,,,
01707,Hajime,Trial 6,Are you talking about the shutdown sequence?,0,6,0,98,98,,,
01708,Hajime,Trial 6,"As I recall, you said it was a command that not even the teacher can stop!",0,6,0,99,99,,,
01709,Hajime,Trial 6,Because there's not enough people?,0,6,0,100,100,,,
01710,Hajime,Trial 6,"No, it's probably not just that.",0,6,0,101,101,,,
01711,Hajime,Trial 6,"You guys are the survivors of the killing school life who previously defeated Junko, right?",0,6,0,102,102,,,
01712,Hajime,Trial 6,"Hey, can I ask you something?",0,6,0,103,103,,,
01713,Hajime,Trial 6,"If we do shut down the program, what will happen to us?",0,6,0,104,104,,,
01714,Hajime,Trial 6,H-hold on a second! If we go back to our original selves before we entered the program...,0,6,0,105,105,,,
01715,Hajime,Trial 6,...d-does that mean we'll go back to being Ultimate Despair?,0,6,0,106,106,,,
01716,Hajime,Trial 6,Are you kidding around?,0,6,0,107,107,,,
01717,Hajime,Trial 6,I got it! You used the surveillance cameras!,0,6,0,108,108,,,
01718,Hajime,Trial 6,"You were trying to lure the Future Foundation by showing them the footage you were recording, weren't you?",0,6,0,109,109,,,
01719,Hajime,Trial 6,In the previous killing school life the surveillance camera footage was broadcast outside of the school.,0,6,0,110,110,,,
01720,Hajime,Trial 6,You used the cameras that were placed throughout the entire island for the same purpose!,0,6,0,111,111,,,
01721,Hajime,Trial 6,T-trapped? Why would that happen?,0,6,0,112,112,,,
01722,Hajime,Trial 6,"As I recall, we also need the teacher's final decision.",0,6,0,113,113,,,
01723,Hajime,Trial 6,Why not?,0,6,0,114,114,,,
01724,Hajime,Trial 6,M-mastermind?,0,6,0,115,115,,,
01725,Hajime,Trial 6,Izuru Kamukura? Isn't that the name of the founder of Hope's Peak Academy?,0,6,0,116,116,,,
01726,Hajime,Trial 6,It was written on the placard beneath the portrait of the academy's founder.,0,6,0,117,117,,,
01727,Hajime,Trial 6,"That name... It was definitely Izuru Kamukura, right?",0,6,0,118,118,,,
01728,Hajime,Trial 6,"The Future Foundation might know something, right?",0,6,0,119,119,,,
01729,Hajime,Trial 6,Wh-what? I am... What?,0,6,0,120,120,,,
01730,Hajime,Trial 6,...,0,6,0,121,121,,,
01731,Hajime,Trial 6,Huh?,0,6,0,122,122,,,
01732,Hajime,Trial 6,"H-hold on! Seriously, what are you talking about?",0,6,0,123,123,,,
01733,Hajime,Trial 6,Th-there's no doubt I'm Hajime Hinata!,0,6,0,124,124,,,
01734,Hajime,Trial 6,"I've always had that name, ever since I was born!",0,6,0,125,125,,,
01735,Hajime,Trial 6,"""Created hope""? Are you talking about the Hope Cultivation Plan?",0,6,0,126,126,,,
01736,Hajime,Trial 6,"""Izuru Kamukura Project""?",0,6,0,127,127,,,
01737,Hajime,Trial 6,Wh-why me?,0,6,0,128,128,,,
01738,Hajime,Trial 6,What?,0,6,0,129,129,,,
01739,Hajime,Trial 6,Lies! That's definitely a lie!,0,6,0,130,130,,,
01740,Hajime,Trial 6,Ngh-!,0,6,0,131,131,,,
01741,Hajime,Trial 6,Huh?,0,6,0,132,132,,,
01742,Hajime,Trial 6,Huh?,0,6,0,133,133,,,
01743,Hajime,Trial 6,...,0,6,0,134,134,,,
01744,Hajime,Trial 6,D-disappear?,0,6,0,135,135,,,
01745,Hajime,Trial 6,Ahhh! Gh-hhh! Ghaaaaaahhhh!,0,6,0,136,136,,,
01746,Hajime,Trial 6,Was that... me?,0,6,0,137,137,,,
01747,Hajime,Trial 6,N-no! That's... That's not me!,0,6,0,138,138,,,
01748,Hajime,Trial 6,I-it's not me!,0,6,0,139,139,,,
01749,Hajime,Trial 6,...,0,6,0,140,140,,,
01750,Hajime,Trial 6,Then... I-I...,0,6,0,141,141,,,
01751,Hajime,Trial 6,"I-I see. I just need to choose ""Graduate"", then. Huh...",0,6,0,142,142,,,
01752,Hajime,Trial 6,...,0,6,0,143,143,,,
01753,Hajime,Trial 6,...,0,6,0,144,144,,,
01754,Hajime,Trial 6,...,0,6,0,145,145,,,
01755,Hajime,Trial 6,...,0,6,0,146,146,,,
01756,Hajime,Trial 6,...,0,6,0,147,147,,,
01757,Hajime,Trial 6,I can't do it.,0,6,0,148,148,,,
01758,Hajime,Trial 6,I... can't choose.,0,6,0,149,149,,,
01759,Hajime,Trial 6,You guys are telling us the world is going to be destroyed unless we sacrifice ourselves.,0,6,0,150,150,,,
01760,Hajime,Trial 6,And that... I can't decide! I can't choose either one!,0,6,0,151,151,,,
01761,Hajime,Trial 6,Shut up! Leave me alone!,0,6,0,152,152,,,
01762,Hajime,Trial 6,This... This is just too much!,0,6,0,153,153,,,
01763,Hajime,Trial 6,Why do I... Why do I have to be a part of this?,0,6,0,154,154,,,
01764,Hajime,Trial 6,"I mean, I'm different from the rest of you. And I don't even have a talent!",0,6,0,155,155,,,
01765,Hajime,Trial 6,"But even so, I got dragged into this. And now, my existence is going to disappear?",0,6,0,156,156,,,
01766,Hajime,Trial 6,"Ha, hahahaha! I don't understand it at all...",0,6,0,157,157,,,
01767,Hajime,Trial 6,It's impossible!,0,6,0,158,158,,,
01768,Hajime,Trial 6,"For someone like me, it's impossible. I can't choose the future!",0,6,0,159,159,,,
01769,Hajime,Trial 6,"Hope, despair, do whatever you want. It's not my problem!",0,6,0,160,160,,,
01770,Hajime,Trial 6,"Ahahahaha, after all this time?",0,6,0,161,161,,,
01771,Hajime,Trial 6,...,0,6,0,162,162,,,
01772,Hajime,Trial 6,Who... are you?,0,6,0,163,163,,,
01773,Hajime,Trial 6,Chiaki? Is that you? Wh-why are you here?,0,6,0,164,164,,,
01774,Hajime,Trial 6,Does this mean you're my memory of Chiaki? Because... you should've already disappeared.,0,6,0,165,165,,,
01775,Hajime,Trial 6,"Oh well, does it matter?",0,6,0,166,166,,,
01776,Hajime,Trial 6,"Anyway, don't you think they're messed up?",0,6,0,167,167,,,
01777,Hajime,Trial 6,Telling us the wolrd is going to be destroyed... And to sacrifice ouselves? There's no way I can choose...,0,6,0,168,168,,,
01778,Hajime,Trial 6,"For someone like me, I'm just not able to choose.",0,6,0,169,169,,,
01779,Hajime,Trial 6,"Seriously, I've had enough! I'm tired of being mixed up into all this stuff I don't understand!",0,6,0,170,170,,,
01780,Hajime,Trial 6,Not only was I told that I have no talent at all but if I get out I'll go back to being Ultimate Despair!,0,6,0,171,171,,,
01781,Hajime,Trial 6,"And on top of that, I was told I'm going to disappear too! Heh, isn't that messed up?",0,6,0,172,172,,,
01782,Hajime,Trial 6,"Hey, you don't want that either, right?",0,6,0,173,173,,,
01783,Hajime,Trial 6,"I mean, if we lose our memories there won't be a single trace of your existence left...",0,6,0,174,174,,,
01784,Hajime,Trial 6,You're going to completely disappear and none of us will ever remember you.,0,6,0,175,175,,,
01785,Hajime,Trial 6,Huh?,0,6,0,176,176,,,
01786,Hajime,Trial 6,"Y-you're right, but...",0,6,0,177,177,,,
01787,Hajime,Trial 6,"Yeah, I'm scared...",0,6,0,178,178,,,
01788,Hajime,Trial 6,I'm obviously terrified of that...,0,6,0,179,179,,,
01789,Hajime,Trial 6,...,0,6,0,180,180,,,
01790,Hajime,Trial 6,Huh?,0,6,0,181,181,,,
01791,Hajime,Trial 6,B-but even Hope's Peak Academy tricked me.,0,6,0,182,182,,,
01792,Hajime,Trial 6,...,0,6,0,183,183,,,
01793,Hajime,Trial 6,Wrong?,0,6,0,184,184,,,
01794,Hajime,Trial 6,Y-you?,0,6,0,185,185,,,
01795,Hajime,Trial 6,"Hey, who are you? I mean, you should've already disappeared, right?",0,6,0,186,186,,,
01796,Hajime,Trial 6,...,0,6,0,187,187,,,
01797,Hajime,Trial 6,"Hey Chiaki, can you tell me something?",0,6,0,188,188,,,
01798,Hajime,Trial 6,Which... Which choice should I make?,0,6,0,189,189,,,
01799,Hajime,Trial 6,"My hope, the world's hope? Which one should I choose?",0,6,0,190,190,,,
01800,Hajime,Trial 6,"So you're saying, I should choose for myself?",0,6,0,191,191,,,
01801,Hajime,Trial 6,Create?,0,6,0,192,192,,,
01802,Hajime,Trial 6,Do you think someone like me can do that?,0,6,0,193,193,,,
01803,Hajime,Trial 6,"Mh! If I do it, things will turn out okay.",0,6,0,194,194,,,
01804,Hajime,Trial 6,"B-but this isn't a game, right?",0,6,0,195,195,,,
01805,Hajime,Trial 6,Help?,0,6,0,196,196,,,
01806,Izuru,Trial 6,I have no talent at all.,0,6,0,197,197,,,
01807,Izuru,Trial 6,I was even betrayed by the academy I admired so much.,0,6,0,198,198,,,
01808,Izuru,Trial 6,I don't wanna disappear.,0,6,0,199,199,,,
01809,Izuru,Trial 6,I'm not Izuru Kamukura.,0,6,0,200,200,,,
01810,Izuru,Trial 6,Who cares what will happen to the world?,0,6,0,201,201,,,
01811,Izuru,Trial 6,I don't wanna sacrifice myself.,0,6,0,202,202,,,
01812,Izuru,Trial 6,It's not like I'll be appreciated anyway.,0,6,0,203,203,,,
01813,Izuru,Trial 6,There's no way we can beat Junko!,0,6,0,204,204,,,
01814,Izuru,Trial 6,It's the Future Foundation's fault!,0,6,0,205,205,,,
01815,Izuru,Trial 6,Not mine!,0,6,0,206,206,,,
01816,Izuru,Trial 6,I can't choose the future!,0,6,0,207,207,,,
01817,Hajime,Trial 6,"Ah, that reminds me...",0,6,0,208,208,,,
01818,Hajime,Trial 6,I forgot to say it again...,0,6,0,209,209,,,
01819,Hajime,Trial 6,"It won't just be hope, there'll probably be a lot of despair too.",0,6,0,210,210,,,
01820,Hajime,Trial 6,I don't know what kind of future awaits us...,0,6,0,211,211,,,
01821,Hajime,Trial 6,...but our futures are ours! I won't let anyone take them!,0,6,0,212,212,,,
01822,Hajime,Trial 6,"I've decided, I'm done running away!",0,6,0,213,213,,,
01823,Hajime,Trial 6,I will fight for my future! I will fight alongside the future that everyone created for me!,0,6,0,214,214,,,
01824,Hajime,Trial 6,It's not for anyone else's sake but my own!,0,6,0,215,215,,,
01825,Hajime,Trial 6,I am not Izuru Kamukura!,0,6,0,216,216,,,
01826,Hajime,Trial 6,I am Hajime Hinata!,0,6,0,217,217,,,
01827,Hajime,Trial 6,"Everyone, let's shut this game down!",0,6,0,218,218,,,
01828,Hajime,Trial 6,There's never only one choice to make. There's no way I'll allow things to end this way!,0,6,0,219,219,,,
01829,Hajime,Trial 6,The future everyone has created for us should have more possibilities than that.,0,6,0,220,220,,,
01830,Hajime,Trial 6,Let's leave this place with confidence and from there we can just create it on our own!,0,6,0,221,221,,,
01831,Hajime,Trial 6,The future that we want!,0,6,0,222,222,,,
01832,Hajime,Trial 6,It wouldn't be strange if a miracle happened.,0,6,0,223,223,,,
01833,Hajime,Trial 6,This isn't a game. We can change the future as much as we want.,0,6,0,224,224,,,
01834,Hajime,Trial 6,Because we believe.,0,6,0,225,225,,,
01835,Hajime,Trial 6,We believe in our future. That's what makes us different from you!,0,6,0,226,226,,,
01836,Hajime,Trial 6,"We believe that if we try new things, even difficult things, that everything will turn out okay!",0,6,0,227,227,,,
01837,Hajime,Trial 6,We believe we can even create our own futures!,0,6,0,228,228,,,
01838,Hajime,Trial 6,...,0,6,0,229,229,,,
01839,Hajime,Trial 6,I'm not... the one you should be thanking...,0,6,0,230,230,,,
01840,Hajime,Trial 6,"Well, let's get started.",0,6,0,231,231,,,
01841,Hajime,Trial 6,"And from that point on, we're the ones who are going to create!",0,6,0,232,232,,,
